case_id,grid,shape,spacing,anisotropy,rho_target,rho_in,rho_eff,r_in,stencil_m,n_directions,n_orbits,apriori_bound,n_voxels,area_true,area_v3,area_rel_err,area_E0,area_E0_rel_err,volume_true,volume_est,volume_rel_err,sphericity_true,sphericity_v3,sphericity_rel_err
confirm2-0071-torus-rho11-sp1.2x1x1-rot1,confirm2,torus,1.2x1x1,1.2,11.0,10.997474457549082,25.359897336886768,13.196969349058897,4,289,52,0.014466628932383268,98377,17884.67065679642,17824.892050363815,-0.0033424493847131753,19597.630358691888,0.09577809593292774,118038.82633485638,118052.4,0.00011499322354424635,0.6506584872679024,0.6528906210444707,0.0034305765931694765
confirm2-0072-sphere-rho13-sp1.2x1x1-offset0,confirm2,sphere,1.2x1x1,1.2,13.0,12.562068124140849,12.998694572404087,15.074481748969017,4,289,52,0.012236162022339592,13248,3058.1519527104483,3038.9723938821726,-0.006271617344349667,3328.4215670056183,0.08837677737223926,15902.390154094328,15897.599999999999,-0.00030122227211837327,0.9999999999999994,1.0061091063908687,0.006109106390869368
confirm2-0073-sphere-rho13-sp1.2x1x1-offset1,confirm2,sphere,1.2x1x1,1.2,13.0,12.364824660660938,13.000656639539157,14.837789592793126,4,289,52,0.012471508730243256,13254,3058.1519527104483,3040.8063162534304,-0.00567193413710021,3334.9419256289916,0.09050890119218025,15902.390154094328,15904.8,0.00015153985547589066,0.9999999999999994,1.005805888774734,0.005805888774734758
confirm2-0074-ellipsoid-rho13-sp1.2x1x1-rot0,confirm2,ellipsoid,1.2x1x1,1.2,13.0,12.747548783981964,19.73570441429906,15.297058540778355,4,289,52,0.012024742968429699,46367,7821.043477547183,7797.669033791516,-0.0029886605058226934,8455.560067213737,0.08112940319129258,55658.36553933015,55640.4,-0.00032278237343230654,0.9013768296955864,0.9038842567376202,0.002781774458170405
confirm2-0075-ellipsoid-rho13-sp1.2x1x1-rot1,confirm2,ellipsoid,1.2x1x1,1.2,13.0,13.01814972345234,19.73513687641039,15.621779668142807,4,289,52,0.011732358091218975,46363,7821.043477547183,7795.111367633622,-0.003315684152377818,8466.225135255318,0.08249304067421903,55658.36553933015,55635.6,-0.0004090227786884837,0.9013768296955864,0.9041288294648623,0.0030531068456742805
confirm2-0076-cylinder-rho13-sp1.2x1x1-rot0,confirm2,cylinder,1.2x1x1,1.2,13.0,12.610621625351298,15.429318770965143,15.132745950421556,4,289,52,0.012179916173936288,22156,4893.043124336717,4748.308766596959,-0.029579620302115694,5076.651920930324,0.03752445909997926,26238.943754255648,26587.2,0.013272494846057636,0.8727087161424516,0.90724985526167,0.039579230137516186
confirm2-0077-cylinder-rho13-sp1.2x1x1-rot1,confirm2,cylinder,1.2x1x1,1.2,13.0,12.762793146051099,15.362407268761904,15.315351775261318,4,289,52,0.012007775529928537,21869,4893.043124336717,4708.227945159955,-0.03777100967239366,5301.8288492001975,0.08354427183163127,26238.943754255648,26242.8,0.00014696650065126882,0.8727087161424516,0.9070545876144089,0.03935548120084453
confirm2-0078-box-rho13-sp1.2x1x1-rot0,confirm2,box,1.2x1x1,1.2,13.0,13.333333333333334,18.111571811819807,16.0,4,289,52,0.011413990929881112,35836,7456.5504,6994.187391730972,-0.06200762865748588,7280.393777533156,-0.023624412498686298,43430.99904,43003.2,-0.009850085180080792,0.8013324191666676,0.848686661346064,0.05909437961918673
confirm2-0079-box-rho13-sp1.2x1x1-rot1,confirm2,box,1.2x1x1,1.2,13.0,13.116994913300667,18.16850304982047,15.7403938959608,4,289,52,0.011630040855514393,36175,7456.5504,7056.16696375674,-0.05369553141399808,7887.017439071322,0.05773005156262623,43430.99904,43410.0,-0.00048350349897918754,0.8013324191666676,0.846528920576175,0.05640168839856585
confirm2-0080-capsule-rho13-sp1.2x1x1-rot0,confirm2,capsule,1.2x1x1,1.2,13.0,12.936812246883354,21.278608421167885,15.524174696260024,4,289,52,0.011818317534050396,58114,9938.993846308957,9921.74295882929,-0.0017356774484845738,10594.443791783944,0.065947313743272,69572.9569241627,69736.8,0.0023549822097672646,0.8230672927423685,0.8257923010474725,0.003310796491529322
confirm2-0081-capsule-rho13-sp1.2x1x1-rot1,confirm2,capsule,1.2x1x1,1.2,13.0,12.962552903567175,21.261874282904685,15.555063484280609,4,289,52,0.011790939095123675,57977,9938.993846308957,9914.966080954544,-0.0024175249251549014,10745.367898518361,0.08113236255889911,69572.9569241627,69572.4,-8.004894248125893e-06,0.8230672927423685,0.825057497423457,0.0024180339792843064
confirm2-0082-torus-rho13-sp1.2x1x1-rot0,confirm2,torus,1.2x1x1,1.2,13.0,12.892719737209143,29.97067239001344,15.471263684650971,4,289,52,0.011865597079921174,162383,24979.416041310702,24933.236958046342,-0.0018486854611808878,27250.406895157303,0.09091448935759194,194839.44512222346,194859.6,0.00010344351865665402,0.6506584872679024,0.6519085312536631,0.0019211983094380436
confirm2-0083-torus-rho13-sp1.2x1x1-rot1,confirm2,torus,1.2x1x1,1.2,13.0,12.970050972229146,29.967595944301113,15.564061166674975,4,289,52,0.011782994593377925,162333,24979.416041310702,24920.746196236807,-0.0023487276474705165,27375.954686416695,0.09594053924810009,194839.44512222346,194799.6,-0.000204502338828072,0.6506584872679024,0.6521013853419039,0.0022175966382305123
confirm2-0084-sphere-rho15-sp1.2x1x1-offset0,confirm2,sphere,1.2x1x1,1.2,15.0,14.672347384715842,14.996432805011082,17.60681686165901,4,289,52,0.01028239814995443,20343,4071.5040790523717,4052.8935440498235,-0.004570923825988116,4435.906851935941,0.08950077558767489,24429.02447431423,24411.6,-0.0007132693461644468,0.9999999999999994,1.0041141598939716,0.004114159893972236
confirm2-0085-sphere-rho15-sp1.2x1x1-offset1,confirm2,sphere,1.2x1x1,1.2,15.0,14.624940645653538,15.00060898970564,17.549928774784245,4,289,52,0.01031723313692668,20360,4071.5040790523717,4054.8818372060473,-0.004082580177641182,4435.976376763709,0.08951785154447567,24429.02447431423,24432.0,0.00012180288610785794,0.9999999999999994,1.0041808491050457,0.004180849105046347
confirm2-0086-ellipsoid-rho15-sp1.2x1x1-rot0,confirm2,ellipsoid,1.2x1x1,1.2,15.0,15.0,22.77662027928125,18.0,4,289,52,0.010050594965040323,71272,10412.631848805422,10391.95817651377,-0.001985441585935277,11261.6648533396,0.08153875186047044,85501.5856600998,85526.4,0.0002902208153057195,0.9013768296955863,0.9033447583896614,0.002183247482342887
confirm2-0087-ellipsoid-rho15-sp1.2x1x1-rot1,confirm2,ellipsoid,1.2x1x1,1.2,15.0,15.045301961446675,22.773956857939034,18.05436235373601,4,289,52,0.010019731490303323,71247,10412.631848805422,10392.282843260646,-0.001954261500862642,11287.290243627438,0.08399974257443477,85501.5856600998,85496.4,-6.064987052301074e-05,0.9013768296955863,0.9031052876300046,0.0019175752886859687
confirm2-0088-cylinder-rho15-sp1.2x1x1-rot0,confirm2,cylinder,1.2x1x1,1.2,15.0,14.743171677461778,17.69663776239227,17.69180601295413,4,289,52,0.010230980373656735,33429,6514.4065264837955,6277.113735945992,-0.03642584931921411,6660.678735966058,0.022453650825690064,40307.89038261848,40114.799999999996,-0.004790386715494144,0.8727087161424514,0.9028048446045784,0.03448588046096068
confirm2-0089-cylinder-rho15-sp1.2x1x1-rot1,confirm2,cylinder,1.2x1x1,1.2,15.0,14.743171677461778,17.72394688810246,17.69180601295413,4,289,52,0.010230980373656735,33584,6514.4065264837955,6299.613636354342,-0.03297198129349621,7064.286945820728,0.08440990243722712,40307.89038261848,40300.799999999996,-0.00017590557459556955,0.8727087161424514,0.902358932085052,0.03397492816808412
confirm2-0090-box-rho15-sp1.2x1x1-rot0,confirm2,box,1.2x1x1,1.2,15.0,15.0,21.03739683417501,18.0,4,289,52,0.010050594965040323,56160,9927.36,9501.635418905662,-0.04288396724751986,9840.929438855623,-0.00870629866796191,66718.08,67392.0,0.010101010101010166,0.8013324191666675,0.8428649458765521,0.05182933538752321
confirm2-0091-box-rho15-sp1.2x1x1-rot1,confirm2,box,1.2x1x1,1.2,15.0,15.045301961446675,20.964723889548168,18.05436235373601,4,289,52,0.010019731490303323,55580,9927.36,9460.297207858708,-0.047048036148713446,10521.996769782661,0.059898781728743744,66718.08,66696.0,-0.000330944775389197,0.8013324191666675,0.8407093347329394,0.04913930177344028
confirm2-0092-capsule-rho15-sp1.2x1x1-rot0,confirm2,capsule,1.2x1x1,1.2,15.0,14.743171677461778,24.521408891417895,17.69180601295413,4,289,52,0.010230980373656735,88938,13232.388256920207,13200.824165649383,-0.0023853661680699467,14103.209481610334,0.06580983022733711,106876.98207512475,106725.59999999999,-0.0014164142005651525,0.8230672927423685,0.8242560588689379,0.0014443121930025615
confirm2-0093-capsule-rho15-sp1.2x1x1-rot1,confirm2,capsule,1.2x1x1,1.2,15.0,14.971268780196583,24.534636004166433,17.9655225362359,4,289,52,0.010070314425825202,89082,13232.388256920207,13212.809987259581,-0.0014795718868351182,14301.104446887504,0.08076517777570391,106876.98207512475,106898.4,0.0002003979197335859,0.8230672927423685,0.8243970043501195,0.0016155563700273046
confirm2-0094-torus-rho15-sp1.2x1x1-rot0,confirm2,torus,1.2x1x1,1.2,15.0,14.866068747318506,34.58207907330986,17.839282496782207,4,289,52,0.010143496047552764,249462,33256.618989910705,33218.35949796719,-0.0011504323982880482,36290.490567037275,0.09122609781971458,299309.57090919634,299354.39999999997,0.00014977499940105332,0.6506584872679024,0.6514729294605933,0.0012517199247037425
confirm2-0095-torus-rho15-sp1.2x1x1-rot1,confirm2,torus,1.2x1x1,1.2,15.0,14.98517786199268,34.580923812710395,17.982213434391216,4,289,52,0.010060753866195815,249437,33256.618989910705,33205.82847055307,-0.0015272303950394361,36465.640735544555,0.09649272364720529,299309.57090919634,299324.39999999997,4.954432549086896e-05,0.6506584872679024,0.6516752362762338,0.0015626461933981872
confirm2-0096-sphere-rho4-sp2.2x1x1-offset0,confirm2,sphere,2.2x1x1,2.2,4.0,3.623842077817227,4.004598722011614,7.9724525711979,3,145,29,0.04837421870261814,1302,973.1397403759745,959.1099380807403,-0.014417047946077788,1097.6666536165503,0.12796406114548842,2854.543238436192,2864.4,0.003453008324094675,0.9999999999999996,1.0169622766732156,0.016962276673216037
confirm2-0097-sphere-rho4-sp2.2x1x1-offset1,confirm2,sphere,2.2x1x1,2.2,4.0,3.623842077817227,4.008695501054721,7.9724525711979,3,145,29,0.04837421870261814,1306,973.1397403759745,962.1017350214817,-0.011342672482194893,1104.3566789117376,0.13483874215749037,2854.543238436192,2873.2000000000003,0.0065358132651824885,0.9999999999999996,1.015875216120253,0.015875216120253555
confirm2-0098-ellipsoid-rho4-sp2.2x1x1-rot0,confirm2,ellipsoid,2.2x1x1,2.2,4.0,4.090909090909091,6.073481593600274,9.0,3,145,29,0.04317338281156362,4542,2488.747562874975,2475.4832269826047,-0.00532972330751269,2695.2984184563593,0.08299389566966742,9990.901334526669,9992.400000000001,0.00015000303007228766,0.9013768296955864,0.9062972806864075,0.005458816810814726
confirm2-0099-ellipsoid-rho4-sp2.2x1x1-rot1,confirm2,ellipsoid,2.2x1x1,2.2,4.0,3.9844740001474777,6.080604874245372,8.765842800324451,3,145,29,0.04419954623945632,4558,2488.747562874975,2471.421237210494,-0.006961865447078774,2759.0564286091344,0.10861240801051819,9990.901334526669,10027.6,0.0036732086770296934,0.9013768296955864,0.9099175005884254,0.009475139155422196
confirm2-0100-cylinder-rho4-sp2.2x1x1-rot0,confirm2,cylinder,2.2x1x1,2.2,4.0,3.8836380660534227,4.570781497340831,8.54400374531753,3,145,29,0.045250579803114616,1936,1557.0235846015594,1342.5957232022226,-0.13771651471432822,1466.1685646782803,-0.05835173007127492,4709.996343419717,4259.200000000001,-0.09571055061423117,0.8727087161424515,0.946435207220808,0.08448006730612523
confirm2-0101-cylinder-rho4-sp2.2x1x1-rot1,confirm2,cylinder,2.2x1x1,2.2,4.0,3.951147965836496,4.728202482720431,8.692525524840292,3,145,29,0.044538020962180236,2143,1557.0235846015594,1458.4156721864529,-0.06333103325492673,1731.9945777417151,0.1123753004582333,4709.996343419717,4714.6,0.000977422538069428,0.8727087161424515,0.932322223390226,0.06830859615024609
confirm2-0102-box-rho4-sp2.2x1x1-rot0,confirm2,box,2.2x1x1,2.2,4.0,4.090909090909091,5.6206884054189805,9.0,3,145,29,0.04317338281156362,3600,2372.7616000000007,2164.140289797069,-0.08792341809768489,2304.86674601741,-0.028614275442838677,7796.039680000003,7920.000000000001,0.015900421892157235,0.8013324191666676,0.8878688821302482,0.10799071757707335
confirm2-0103-box-rho4-sp2.2x1x1-rot1,confirm2,box,2.2x1x1,2.2,4.0,3.9844740001474777,5.590865705237941,8.765842800324451,3,145,29,0.04419954623945632,3543,2372.7616000000007,2162.820340474176,-0.0884797105304741,2606.76145559025,0.0986192020261325,7796.039680000003,7794.6,-0.00018466812113537845,0.8013324191666676,0.8790081490065813,0.09693321770344854
confirm2-0104-capsule-rho4-sp2.2x1x1-rot0,confirm2,capsule,2.2x1x1,2.2,4.0,4.065578140908708,6.531108605733176,8.94427190999916,3,145,29,0.043410313093412395,5648,3162.7041562219174,3149.4602950301214,-0.004187511868835925,3378.213136165578,0.06814073315067892,12488.62666815834,12425.6,-0.00504672529919048,0.8230672927423685,0.8237452047425627,0.0008236410390400906
confirm2-0105-capsule-rho4-sp2.2x1x1-rot1,confirm2,capsule,2.2x1x1,2.2,4.0,3.9979333504174583,6.543419866925381,8.795453370918409,3,145,29,0.04406524033579276,5680,3162.7041562219174,3135.9454321333424,-0.008460710444868291,3530.6153602985128,0.11632804900604188,12488.62666815834,12496.000000000002,0.0005904037359416581,0.8230672927423685,0.8304171411891678,0.008929826894603421
confirm2-0106-torus-rho4-sp2.2x1x1-rot0,confirm2,torus,2.2x1x1,2.2,4.0,3.7636802808153544,9.257733992495005,8.280096617793781,3,145,29,0.046612604172355784,16086,7948.742514131744,7929.0845344804875,-0.002473093022740125,9038.383934292964,0.13708349694608812,34974.467062179676,35389.200000000004,0.011858163187533188,0.6506584872679024,0.6574179734040638,0.010388685106597517
confirm2-0107-torus-rho4-sp2.2x1x1-rot1,confirm2,torus,2.2x1x1,2.2,4.0,4.003097973873454,9.220753509979627,8.8068155425216,3,145,29,0.04401406374973775,15894,7948.742514131744,7908.484195545988,-0.005064740556658287,9141.78905455139,0.1500924880002814,34974.467062179676,34966.8,-0.0002192188423069119,0.6506584872679024,0.653875100466717,0.004943627512369986
confirm2-0108-sphere-rho6.5-sp2.2x1x1-offset0,confirm2,sphere,2.2x1x1,2.2,6.5,6.338261095837584,6.504791931041634,13.944174410842686,4,289,52,0.027815937186567517,5580,2569.6971269303076,2550.784753690609,-0.007359767437764564,2908.9938144153434,0.13203761794696423,12248.889638367798,12276.000000000002,0.0022132913621235595,0.9999999999999994,1.0089002550592046,0.00890025505920522
confirm2-0109-sphere-rho6.5-sp2.2x1x1-offset1,confirm2,sphere,2.2x1x1,2.2,6.5,6.338261095837584,6.50556899375731,13.944174410842686,4,289,52,0.027815937186567517,5582,2569.6971269303076,2551.2704907319862,-0.007170742421436005,2905.2705485195975,0.1305887055997752,12248.889638367798,12280.400000000001,0.0025725075955866927,0.9999999999999994,1.0089491853168042,0.008949185316804886
confirm2-0110-ellipsoid-rho6.5-sp2.2x1x1-rot0,confirm2,ellipsoid,2.2x1x1,2.2,6.5,6.42824346533225,9.867923146835569,14.142135623730951,4,289,52,0.02746452572145225,19481,6571.849033216731,6563.90479658752,-0.001208828229172343,7125.324187097197,0.08421909132163297,42871.1137342873,42858.200000000004,-0.0003012222721184843,0.9013768296955864,0.9022865201722717,0.001009223275677762
confirm2-0111-ellipsoid-rho6.5-sp2.2x1x1-rot1,confirm2,ellipsoid,2.2x1x1,2.2,6.5,6.50556024102358,9.870961456612466,14.312232530251876,4,289,52,0.02717415197902199,19499,6571.849033216731,6547.484282715102,-0.003707442209715972,7291.924914033892,0.10956975383603784,42871.1137342873,42897.8,0.0006224766139295568,0.9013768296955864,0.9051064781920809,0.004137723950319527
confirm2-0112-cylinder-rho6.5-sp2.2x1x1-rot0,confirm2,cylinder,2.2x1x1,2.2,6.5,6.314747267931729,7.613160300992409,13.892443989449804,4,289,52,0.02791025121902847,8946,4111.515403088492,3827.335461958168,-0.06911805338655763,4099.7130119661415,-0.0028705695991033675,20210.667903306872,19681.2,-0.026197447102687788,0.8727087161424515,0.9210615330002582,0.05540544738860387
confirm2-0113-cylinder-rho6.5-sp2.2x1x1-rot1,confirm2,cylinder,2.2x1x1,2.2,6.5,6.321941327532258,7.680083963469234,13.908270920570969,4,289,52,0.02788128406510351,9184,4111.515403088492,3905.5919924245673,-0.050084552889973155,4639.951268588113,0.1285258143755632,20210.667903306872,20204.800000000003,-0.0002903369317106552,0.8727087161424515,0.9185446882752349,0.05252150148721757
confirm2-0114-box-rho6.5-sp2.2x1x1-rot0,confirm2,box,2.2x1x1,2.2,6.5,6.8181818181818175,9.19787794475865,15.0,5,577,98,0.025988778415200343,15776,6265.573600000001,5857.37925547322,-0.0651487590101536,6277.5885466955715,0.0019176132087206366,33452.928080000005,34707.200000000004,0.03749363634180258,0.8013324191666675,0.8784704662817312,0.09626223184041671
confirm2-0115-box-rho6.5-sp2.2x1x1-rot1,confirm2,box,2.2x1x1,2.2,6.5,6.50556024102358,9.087134680314902,14.312232530251876,4,289,52,0.02717415197902199,15213,6265.573600000001,5828.161779864842,-0.06981193551619258,7018.61109910066,0.12018652196514923,33452.928080000005,33468.600000000006,0.0004684767791482969,0.8013324191666675,0.8617425880379208,0.0753871519812912
confirm2-0116-capsule-rho6.5-sp2.2x1x1-rot0,confirm2,capsule,2.2x1x1,2.2,6.5,6.314747267931729,10.60345896021124,13.892443989449804,4,289,52,0.02791025121902847,24170,8351.5156625235,8332.69588237449,-0.0022534568465770732,8987.080109038394,0.07610168886671898,53588.89216785913,53174.00000000001,-0.00774212996528334,0.8230672927423683,0.8206629246328752,-0.0029212290789518702
confirm2-0117-capsule-rho6.5-sp2.2x1x1-rot1,confirm2,capsule,2.2x1x1,2.2,6.5,6.467336877029967,10.629425051330763,14.228141129465929,4,289,52,0.027316403490301858,24348,8351.5156625235,8310.671481504534,-0.004890630954839548,9305.342702529788,0.11421005222878056,53588.89216785913,53565.600000000006,-0.00043464544454774323,0.8230672927423683,0.8268727097661014,0.004623457956947741
confirm2-0118-torus-rho6.5-sp2.2x1x1-rot0,confirm2,torus,2.2x1x1,2.2,6.5,6.590752349233403,15.020441006895846,14.499655168313488,4,289,52,0.026865960669695182,68704,20989.648201379136,20976.623533094673,-0.0006205281841553667,23857.417980024667,0.1366278153464766,150075.98463986084,151148.80000000002,0.007148481235779602,0.6506584872679025,0.6541615436050997,0.005383863279654344
confirm2-0119-torus-rho6.5-sp2.2x1x1-rot1,confirm2,torus,2.2x1x1,2.2,6.5,6.508100483307433,14.984573733596307,14.317821063276353,4,289,52,0.0271647869722111,68213,20989.648201379136,20944.88149380492,-0.002132799327778767,24151.93896065226,0.15065954078569765,150075.98463986084,150068.6,-4.920600640101469e-05,0.6506584872679025,0.6520277873155416,0.0021044834954642155
confirm2-0120-sphere-rho7.5-sp2.2x1x1-offset0,confirm2,sphere,2.2x1x1,2.2,7.5,7.074573257579535,7.493568075185392,15.564061166674977,5,577,98,0.024864562542600985,8531,3421.194399759285,3378.3718186216483,-0.012516851173569488,3857.293662031322,0.12746988662869363,18816.569198676065,18768.2,-0.0025705641748692276,0.9999999999999994,1.0109393326827005,0.010939332682701197
confirm2-0121-sphere-rho7.5-sp2.2x1x1-offset1,confirm2,sphere,2.2x1x1,2.2,7.5,7.475027294789713,7.506720866173514,16.44506004853737,5,577,98,0.023334626942327408,8576,3421.194399759285,3388.8746126243714,-0.009446930913130092,3887.041532423874,0.13616505764693354,18816.569198676065,18867.2,0.002690756257920812,0.9999999999999994,1.0113471607594595,0.011347160759460184
confirm2-0122-ellipsoid-rho7.5-sp2.2x1x1-rot0,confirm2,ellipsoid,2.2x1x1,2.2,7.5,7.619570279200095,11.387785416785718,16.76305461424021,5,577,98,0.022840740052294785,29940,8749.503150732335,8720.967908168186,-0.003261355767585572,9523.074058099342,0.08841312404147872,65857.99219536621,65868.0,0.00015196036654296918,0.9013768296955862,0.9044177711997126,0.0033736628277358793
confirm2-0123-ellipsoid-rho7.5-sp2.2x1x1-rot1,confirm2,ellipsoid,2.2x1x1,2.2,7.5,7.630950462339385,11.38765863085604,16.788091017146648,5,577,98,0.02280304267266519,29939,8749.503150732335,8701.183740820816,-0.005522531860277624,9692.596678087535,0.10778823792711734,65857.99219536621,65865.8,0.00011855515744585432,0.9013768296955862,0.9064539912491687,0.005632673690200374
confirm2-0124-cylinder-rho7.5-sp2.2x1x1-rot0,confirm2,cylinder,2.2x1x1,2.2,7.5,7.329325225725953,8.767611429501809,16.1245154965971,5,577,98,0.02386233904025693,13664,5473.911039614856,5047.920860469019,-0.07782190394818866,5471.774774540592,-0.0003902630237875293,31047.339177815513,30060.800000000003,-0.03177532129775651,0.8727087161424514,0.9262010656900731,0.061294620482385875
confirm2-0125-cylinder-rho7.5-sp2.2x1x1-rot1,confirm2,cylinder,2.2x1x1,2.2,7.5,7.329325225725953,8.862613094521466,16.1245154965971,5,577,98,0.02386233904025693,14113,5473.911039614856,5189.04002477972,-0.05204158649519819,6217.532585106983,0.135848306651408,31047.339177815513,31048.600000000002,4.060966955221623e-05,0.8727087161424514,0.9206441237201366,0.05492715575200102
confirm2-0126-box-rho7.5-sp2.2x1x1-rot0,confirm2,box,2.2x1x1,2.2,7.5,7.727272727272727,10.63989224179809,17.0,5,577,98,0.022490612206692337,24420,8341.74,7935.710158142412,-0.04867447820929294,8438.955131223836,0.01165405913200801,51389.91,53724.00000000001,0.04541922723740921,0.8013324191666678,0.8676486340427716,0.08275743410589609
confirm2-0127-box-rho7.5-sp2.2x1x1-rot1,confirm2,box,2.2x1x1,2.2,7.5,7.664989635720486,10.482763028154896,16.86297719858507,5,577,98,0.022691286831380365,23354,8341.74,7778.467113250238,-0.06752462756568312,9344.633940974629,0.12022598893931358,51389.91,51378.8,-0.00021619029883490626,0.8013324191666678,0.8592365494684038,0.07225981242834578
confirm2-0128-capsule-rho7.5-sp2.2x1x1-rot0,confirm2,capsule,2.2x1x1,2.2,7.5,7.329325225725953,12.263622668570589,16.1245154965971,5,577,98,0.02386233904025693,37393,11118.881799217676,11067.5714939222,-0.004614700131004734,12017.60447461344,0.0808285124012198,82322.49024420779,82264.6,-0.0007032129863424608,0.8230672927423685,0.826495414931441,0.004165056999957395
confirm2-0129-capsule-rho7.5-sp2.2x1x1-rot1,confirm2,capsule,2.2x1x1,2.2,7.5,7.466730617593116,12.267229230893635,16.426807358704856,5,577,98,0.023363849271068333,37426,11118.881799217676,11054.986833544193,-0.005746528007697482,12405.893140556938,0.11575006952855782,82322.49024420779,82337.20000000001,0.00017868453382052785,0.8230672927423685,0.8279230189027215,0.0058995494088633915
confirm2-0130-torus-rho7.5-sp2.2x1x1-rot0,confirm2,torus,2.2x1x1,2.2,7.5,7.131584966347341,17.258219001429946,15.689486925964152,5,577,98,0.0246309137435363,104213,27944.79790124441,27836.227733208772,-0.003885165618993436,31804.38267632763,0.13811460683032362,230544.58268526636,229268.6,-0.005534646142643429,0.6506584872679023,0.650783894114492,0.00019273835513344828
confirm2-0131-torus-rho7.5-sp2.2x1x1-rot1,confirm2,torus,2.2x1x1,2.2,7.5,7.527360561630709,17.289131777770656,16.560193235587562,5,577,98,0.023152521595962174,104774,27944.79790124441,27822.34347273338,-0.004382011598143443,32193.692469763086,0.15204599380299944,230544.58268526636,230502.80000000002,-0.00018123473030540183,0.6506584872679023,0.6534432662542423,0.004279939539455269
confirm2-0132-sphere-rho8.5-sp2.2x1x1-offset0,confirm2,sphere,2.2x1x1,2.2,8.5,8.254225063866302,8.501453123737178,18.15929514050587,5,577,98,0.02097048761332202,12457,4394.334140135261,4358.609672318591,-0.008129665764463279,4966.047433450733,0.13010237161843907,27391.349473509792,27405.4,0.0005129548839424292,0.9999999999999993,1.0085410422768883,0.00854104227688901
confirm2-0133-sphere-rho8.5-sp2.2x1x1-offset1,confirm2,sphere,2.2x1x1,2.2,8.5,8.255226243451991,8.502817832505102,18.161497735594384,5,577,98,0.020967873469256194,12463,4394.334140135261,4359.613305742463,-0.00790127315892486,4977.011178816532,0.13259734469426032,27391.349473509792,27418.600000000002,0.0009948588519366197,0.9999999999999993,1.0086326110888626,0.008632611088863262
confirm2-0134-ellipsoid-rho8.5-sp2.2x1x1-rot0,confirm2,ellipsoid,2.2x1x1,2.2,8.5,8.636363636363635,12.902822696113786,19.0,5,577,98,0.020037777521017576,43550,11238.250713607315,11203.89850855418,-0.0030567217201818986,12185.50998098389,0.08428885344492554,95869.72315728427,95810.00000000001,-0.000622961612043782,0.9013768296955862,0.9037650001479701,0.0026494695378296296
confirm2-0135-ellipsoid-rho8.5-sp2.2x1x1-rot1,confirm2,ellipsoid,2.2x1x1,2.2,8.5,8.583089274125214,12.903612717251619,18.882796403075474,5,577,98,0.020160375687263185,43558,11238.250713607315,11192.245234066198,-0.0040936512908911205,12455.166896463223,0.10828341650916018,95869.72315728427,95827.6,-0.0004393791480461484,0.9013768296955862,0.9048167839635646,0.003816333141312356
confirm2-0136-cylinder-rho8.5-sp2.2x1x1-rot0,confirm2,cylinder,2.2x1x1,2.2,8.5,8.29467617767939,10.095798098204845,18.24828759089466,5,577,98,0.02086561945780771,20862,7030.934624216417,6762.502542460992,-0.038178719630086344,7299.68063904142,0.03822336989158881,45195.72663129117,45896.4,0.015503088918670471,0.8727087161424514,0.9167039394323354,0.05041226525655862
confirm2-0137-cylinder-rho8.5-sp2.2x1x1-rot1,confirm2,cylinder,2.2x1x1,2.2,8.5,8.369069381600893,10.042771437737821,18.411952639521967,5,577,98,0.020676712416605916,20535,7030.934624216417,6714.519982842756,-0.045003211988893344,8012.041425244845,0.1395414483942481,45195.72663129117,45177.00000000001,-0.0004143451756829508,0.8727087161424514,0.9135817439532316,0.046834673533968196
confirm2-0138-box-rho8.5-sp2.2x1x1-rot0,confirm2,box,2.2x1x1,2.2,8.5,8.636363636363635,11.807503878027287,19.0,5,577,98,0.020037777521017576,33374,10714.501600000003,9831.274824823782,-0.0824328380497158,10403.665957688225,-0.02901074206865384,74808.48232000004,73422.8,-0.018523064190403615,0.8013324191666676,0.8625049234479379,0.07633848677292465
confirm2-0139-box-rho8.5-sp2.2x1x1-rot1,confirm2,box,2.2x1x1,2.2,8.5,8.583089274125214,11.88040602092788,18.882796403075474,5,577,98,0.020160375687263185,33996,10714.501600000003,10066.542883236265,-0.06047492836845891,12023.274207791841,0.12214964882658075,74808.48232000004,74791.20000000001,-0.00023102086105830644,0.8013324191666676,0.8527808594675335,0.06420361771257022
confirm2-0140-capsule-rho8.5-sp2.2x1x1-rot0,confirm2,capsule,2.2x1x1,2.2,8.5,8.344345341220826,13.902505347641393,18.35755975068582,5,577,98,0.02073893402364864,54477,14281.585955439596,14241.115935447853,-0.002833720296752329,15425.319049400237,0.08008445963419164,119837.15394660535,119849.40000000001,0.00010218912074733133,0.8230672927423683,0.8254624939593957,0.0029100916026523205
confirm2-0141-capsule-rho8.5-sp2.2x1x1-rot1,confirm2,capsule,2.2x1x1,2.2,8.5,8.467243640998706,13.904036376269776,18.627936010197157,5,577,98,0.020434998507978835,54495,14281.585955439596,14228.095067472448,-0.0037454445279428983,15966.590093649094,0.11798438517031173,119837.15394660535,119889.00000000001,0.0004326375559433604,0.8230672927423683,0.8263999038404601,0.0040490141298021864
